,agent_id,episode,day,berries,berries_consumed,berries_thrown,health,days_left_to_live,total_days,action,reward,num_norms
0,0,1,2,0,0,0,0.7000000000000001,7.0,15.0,0,0,
0,1,1,2,0,0,0,0.7000000000000001,7.0,15.0,0,0,
0,2,1,2,0,0,0,0.7000000000000001,7.0,15.0,0,0,
0,3,1,2,0,0,0,0.7000000000000001,7.0,15.0,0,0,
0,0,1,3,0,0,0,0.6000000000000001,6.000000000000001,21.0,0,0,
0,1,1,3,0,0,0,0.6000000000000001,6.000000000000001,21.0,0,0,
0,2,1,3,0,0,0,0.6000000000000001,6.000000000000001,21.0,0,0,
0,3,1,3,0,0,0,0.6000000000000001,6.000000000000001,21.0,0,0,
0,0,1,4,0,0,0,0.5000000000000001,5.000000000000001,26.0,0,0,
0,1,1,4,1,0,0,0.5000000000000001,11.0,32.0,0,1,
0,2,1,4,1,0,0,0.5000000000000001,11.0,32.0,0,1,
0,3,1,4,1,0,0,0.5000000000000001,11.0,32.0,0,1,
0,0,1,5,1,0,0,0.40000000000000013,10.0,36.0,0,1,
0,1,1,5,1,0,0,0.40000000000000013,10.0,42.0,4,-0.2,
0,2,1,5,1,0,0,0.40000000000000013,10.0,42.0,4,-0.2,
0,3,1,5,1,0,0,0.40000000000000013,10.0,42.0,4,-0.2,
0,0,1,6,1,0,0,0.30000000000000016,9.0,45.0,4,-0.2,
0,1,1,6,1,0,0,0.30000000000000016,9.0,51.0,3,-0.2,
0,2,1,6,1,0,0,0.30000000000000016,9.0,51.0,4,-0.2,
0,3,1,6,1,0,0,0.30000000000000016,9.0,51.0,4,-0.2,
0,0,1,7,1,0,0,0.20000000000000015,8.000000000000002,53.0,4,-0.2,
0,1,1,7,0,1,0,0.8000000000000002,8.000000000000002,59.0,1,1,
0,2,1,7,1,0,0,0.20000000000000015,8.000000000000002,59.0,2,-0.2,
0,3,1,7,1,0,0,0.20000000000000015,8.000000000000002,59.0,2,-0.2,
0,0,1,8,1,0,0,0.10000000000000014,7.000000000000002,60.0,2,-0.2,
0,1,1,8,0,1,0,0.7000000000000002,7.000000000000002,66.0,0,0,
0,2,1,8,0,1,0,0.7000000000000002,7.000000000000002,66.0,1,1,
0,3,1,8,1,0,0,0.10000000000000014,7.000000000000002,66.0,2,-0.2,
0,0,1,9,1,0,0,1.3877787807814457e-16,6.000000000000001,66.0,2,-0.2,
0,1,1,9,0,1,0,0.6000000000000002,6.000000000000002,72.0,0,0,
0,2,1,9,0,1,0,0.6000000000000002,6.000000000000002,72.0,0,0,
0,3,1,9,1,0,0,1.3877787807814457e-16,6.000000000000001,72.0,2,-0.2,
